DOCID|REFERENCE|ETABLISSEMENT|RESEAU|CONTACT|EMAILCONTACT|SITEWEB|TELEPHONE|FAX|HANDICAPS|CODEPOSTAL|ADRESSE|REGION|DEPARTEMENT|VILLE|ACTIVIT
88753|2014-00338|Maison d'hôtes La Demeure de Bien Etre|Tourisme et Handicap|M.Prost|lespallieres@gmail.com|http://www.chambre-hote-provence.com|494804535||auditif ; mental ; visuel|83570|Place du Four Vieux Escalier du Couvent|Provence Alpes-Côte d'Azur|VAR|ESPARRON|Chambre d'hôtes
88516|2014-00111|Restaurant Le Jardin|Tourisme et Handicap|Mme Cotteret|sophie.cotteret@hotmail.fr||546410642|546410642|auditif ; mental|17000|5 bis rue Gargoulleau|Nouvelle Aquitaine|CHARENTE-MARITIME|ROCHELLE (LA)|Restaurant
88517|2014-00112|Meublé|Tourisme et Handicap|M.Martin-Rochet|locationsaurier@free.fr|http://www.locationsaurier.free.fr|473865875||auditif ; mental|63320|10 Impasse du Tout|Auvergne Rhône-Alpes|PUY-DE-DOME|SAURIER|Meublé de tourisme
88518|2014-00113|Chambre d'hotes Maison Prairie Bonheur|Tourisme et Handicap|Mme Bonnassies|annebonnassies@wanadoo.fr|http://www.chambres-hotes-prairie-bonheur.com|130442608||auditif ; mental ; moteur ; visuel|78114|5 Chemin des Patissiaux|Ile-de-France|YVELINES|MAGNY LES HAMEAUX|Chambre d'hôtes
88519|2014-00114|Restaurant Winchester Grill|Tourisme et Handicap|Mme Barroire|h2059@accor.com|http://|323201811||auditif ; mental ; moteur ; visuel|2000|Avenue Georges Pompidou|Hauts de France|AISNE|LAON|Restaurant
94474|2015-00192|Gite d'Etape|Tourisme et Handicap|Mme Prinson|marion.prinson@orange.fr|http://|492502044||mental ; moteur|5700|Les Eysserennes|Provence Alpes-Côte d'Azur|HAUTES-ALPES|SAVOURNON|Meublé de tourisme
88754|2014-00339|Train Touristique SARL L'Orient Express|Tourisme et Handicap|M.Delamarche|contact@petit-train-fougeres.com|http://www.petit-train-fougeres.com|299946030|299946039|auditif ; mental|35300|36 Rue de Nantes|Bretagne|ILLE-ET-VILAINE|FOUGERES|
93819|2014-00980|Musée de l'Ile d'Oléron|FEMS ; DIRECCTE  Nouvelle Aquitaine||museeoleron@cdc-oleron.fr|http://www.oleron-nature-culture.com|05 46 75 05 16|||17310|9 place Gambetta|Nouvelle Aquitaine|CHARENTE-MARITIME|SAINT PIERRE D'OLÉRON|Ecomusée
93820|2014-00981|Port des Salines|FEMS ; DIRECCTE  Nouvelle Aquitaine||le.port.des.salines@cdc-oleron.fr|http://www.oleron-nature-culture.com|05.46.75.82.28|05.46.75.82.28||17370|Petit Village - Rue des anciennes Salines|Nouvelle Aquitaine|CHARENTE-MARITIME|GRAND-VILLAGE-PLAGE (LE)|Ecomusée
94475|2015-00193|Studio 2 - Les Gites des Cinq Chemins|Tourisme et Handicap|M.Gouttequillet|nectaretnature@wanadoo.fr|http://wwwlesgitesdes5chemins.com.|473889431|473889796|auditif ; moteur|63230|Champille|Auvergne Rhône-Alpes|PUY-DE-DOME|MAZAYES|Meublé de tourisme
94476|2015-00194|Restaurant Moulin de la Tardoire|Tourisme et Handicap|M.Brudo|contactmoulindelatardoire@gmail.com|http://|545664146||auditif ; mental ; moteur ; visuel|16220|La Forge|Nouvelle Aquitaine|CHARENTE|MONTBRON|Restaurant
88755|2014-00340|Cave  Paul Buisse|Tourisme et Handicap|M.Chainier|contact@paul-buisse.com|http://www.paul-buisse.com|254323473||auditif ; mental ; moteur|41400|69 Route de Vierzon|Centre -  Val de Loire|LOIR-ET-CHER|MONTRICHARD|Lieu de visite
93829|2014-00988|Hebergement de groupe La Brise de Mer|Tourisme et Handicap|Mme Gloria|accueil@brisedemer44.com|http://www.brisedemer44.com|240278649||auditif ; mental ; moteur ; visuel|44730|97 rue du Rebois|Pays de la Loire|LOIRE-ATLANTIQUE|SAINT MICHEL CHEF CHEF|Meublé de tourisme
86251|2013-11358|Petit Gite des Agrodélices du Forez|Tourisme et Handicap|M.Siveton|bernard.siveton@wanadoo.fr|http://www.bienvenue-a-la-ferme.com|0477622958/0688124441|477622958|auditif ; mental|42110|La Garde|Auvergne Rhône-Alpes|LOIRE|SAINT-DIDIER-SUR-ROCHEFORT|Meublé de tourisme
86252|2013-11359|Chambres d'hôtes Chateau du Bourg|Tourisme et Handicap|M. Du Bourg|pbp47@orange.fr|http://www.chateaudubourg-perreux.com|607374818||auditif ; mental|42120|Château du Bourg|Auvergne Rhône-Alpes|LOIRE|PERREUX|Chambre d'hôtes
86253|2013-11360|Meublé Hortensia|Tourisme et Handicap|Mme Jousserand|contact@lamitonniere.com|http://www.gites-de-france.com|0477529512/0689339770||auditif ; mental ; visuel|42170|La Grange aux Hirondelles|Auvergne Rhône-Alpes|LOIRE|CHAMBLES|Meublé de tourisme
86542|2013-11608|La résidence des Sources|Tourisme et Handicap|M.Jérome Gonet|residencelessources@wanadoo.fr|http://www.70lessources.fr|384937004|384939898|mental ; visuel|70300|2 rue Jean Moulin|Bourgogne Franche-Comté|HAUTE-SAONE|LUXEUIL-LES-BAINS|Hôtel
85978|2013-11167|Gite le Génie du Puymenier|Tourisme et Handicap|Savitzky Georges|georges.savitzky@orange.fr|http://|555710519||auditif ; mental ; moteur|87140|Le Puymenier|Nouvelle Aquitaine|HAUTE-VIENNE|COMPREIGNAC|Meublé de tourisme
85979|2013-11168|Meublé de tourisme Aurigny|Tourisme et Handicap||pascal.dudouit@orange.fr|http://pascal.vacances.free.fr|0231922694/0607615441|231922694|auditif ; mental ; moteur ; visuel|50270|Rue Boildieu|Normandie|MANCHE|BARNEVILLE CARTERET|Meublé de tourisme
85980|2013-11169|Musée Jardins Albert Kahn|Tourisme et Handicap||accueilmak@cg92.fr|http://www.albert-kahn.fr|155192800|146038659|auditif ; mental ; moteur|92100|10-14 rue du port|Ile-de-France|HAUTS-DE-SEINE|BOULOGNE-BILLANCOURT|
85981|2013-11170|HOTEL  RESTAURANT CHATEAU DE MAULMONT|Tourisme et Handicap||info@chateau-maulmont.com|http://www.chateau-maulmont.com|470591495|470591188|mental ; moteur ; visuel|63310||Auvergne Rhône-Alpes|PUY-DE-DOME|SAINT-PRIEST-BRAMEFANT|Hôtel-restaurant
85982|2013-11171|Gite de séjour Altitude 1200|Tourisme et Handicap||500diables@gmail.com|http://www.500diables.com|0473888171/0666195122||auditif ; mental ; moteur ; visuel|63790|Chambon des Neiges|Auvergne Rhône-Alpes|PUY-DE-DOME|CHAMBON SUR LAC|
85983|2013-11172|Auberge des 500 diables|Tourisme et Handicap||500diables@gmail.com|http://www.500diables.com|0473888171/0666195122||auditif ; mental|63790|Chambon sur Neige|Auvergne Rhône-Alpes|PUY-DE-DOME|CHAMBON SUR LAC|Restaurant
85984|2013-11173|Restaurant le 15|Tourisme et Handicap|M.Hugonnet|h7391@accor.com|http://www.accorhotels.com|437231040|437231685|mental ; moteur|69970|125 rue des Frères Voisin|Auvergne Rhône-Alpes|RHONE|CHAPONNAY|Restaurant
85985|2013-11174|HOTEL RESTAURANT LA BRECHE DE ROLAND|Tourisme et Handicap||hotel-la-breche@gavarnie.com|http://www.pyrenees-hotel-breche.com|562924854|562924605|auditif ; mental ; moteur ; visuel|65120||Occitanie|HAUTES-PYRENEES|GEDRE|Hôtel-restaurant
85986|2013-11175|Chambre d'hotes la Ferme de l'Eglise Saint Pierre|Tourisme et Handicap||schmit.jean-michel@wanadoo.fr|http://www.lafermedeleglisestpierre.com|231925517||auditif ; mental ; moteur ; visuel|14400|4 rue de l'Eglise|Normandie|CALVADOS|SOMMERVIEU|Chambre d'hôtes
85987|2013-11176|Chambre d'hôtes Le Grand Noyer|Tourisme et Handicap|M. Olivier Coche|legrandnoyer@gmail.com|http://www.legrandnoyer.ambronay.fr|608404689||auditif ; mental ; moteur ; visuel|1500|Merland|Auvergne Rhône-Alpes|AIN|AMBRONAY|Chambre d'hôtes
85988|2013-11177|Gite de groupe Les Pelaz|Tourisme et Handicap|M.Bianchi|lespelaz@wanadoo.fr|http://www.gite-jura-lespelaz.com|479876573||mental ; moteur|1260||Auvergne Rhône-Alpes|AIN|PLANS D'HOTONES (LES)|Meublé de tourisme
85990|2013-11179|Hotel Marjolaine|Tourisme et Handicap||contact@hotel-marjolaine.fr|http://|545664646|545664329|auditif ; mental ; moteur ; visuel|16440|Les Glamots|Nouvelle Aquitaine|CHARENTE|ROULLET-SAINT-ESTEPHE|Hôtel
85991|2013-11180|Chambres d'hôtes La Laiterie|Tourisme et Handicap||la-laiterie@la-laiterie.eu|http://www.la-laiterie.eu|233032141||auditif ; mental ; moteur ; visuel|50340|6 Hamel au Curé|Normandie|MANCHE|GROSVILLE|Chambre d'hôtes
86543|2013-11609|Restaurant Auberge Paysanne de la Mer|Tourisme et Handicap|M.Sury|surysi@gmail.com|http://|683082038||auditif ; mental ; moteur ; visuel|17410|Chemin de la Galère Le Clos Vert|Nouvelle Aquitaine|CHARENTE-MARITIME|SAINT MARTIN DE RE|Restaurant
86544|2013-11610|Hôtel de France|Tourisme et Handicap|M.Lemasson|contact@hoteldefrancerochefort.com|http://www.hoteldefrancerochefort.com|546993400||auditif ; mental ; moteur ; visuel|17300|55 rue du Docteur Peltier|Nouvelle Aquitaine|CHARENTE-MARITIME|ROCHEFORT|Hôtel
85994|2013-11181|Hebergement collectif|Tourisme et Handicap||contredethebe@orange.fr|http://|0562405897/0683150553||mental ; moteur|65370|Centre de montagne de Thebe|Occitanie|HAUTES-PYRENEES|THEBE|Hébergement collectif
86545|2013-11611|Restaurant la Courtine|Tourisme et Handicap|M.Adol|restaurant-la-courtine@wanadoo.fr|http://www.restaurant-la-courtine.fr|545823478||mental ; moteur|16100|Parc Francois 1er Allée Fanchon|Nouvelle Aquitaine|CHARENTE|COGNAC|Restaurant
85996|2013-11182|Hotel de l'Image|Tourisme et Handicap||hoteldelimage@gmail.com|http://|237240283|237269739|mental ; moteur ; visuel|28120|18 place de l'Eglise|Centre -  Val de Loire|EURE-ET-LOIR|ILLIERS-COMBRAY|Hôtel
85997|2013-11183|Ecomusée Les Tuileries de Pouligny|Tourisme et Handicap||ecomusee@tuilerie-pouligny.com|http://www.tuilerie-pouligny.com|555621961|555621962|mental ; moteur ; visuel|23200|Chemin des Tuiliers|Nouvelle Aquitaine|CREUSE|CHÉNIERS|
85998|2013-11184|Camping Campeole le Coiroux|Tourisme et Handicap||lvanbree@andretriganogroupe.com|http://camping-coiroux.com|555272196|555271916|auditif ; mental ; visuel|19190|Centre Touristique du Coiroux|Nouvelle Aquitaine|CORREZE|AUBAZINES|Camping
85999|2013-11185|Arènes Jean Brunet|Tourisme et Handicap||animation@vauvert.com|http://www.vauvert.com|466731735|466731736|auditif ; mental ; moteur|30600|8 place du 8 mai|Occitanie|GARD|VAUVERT|
86000|2013-11186|Gite de séjour|Tourisme et Handicap||mairielagrauletdugers@orange.fr|http://www.mairielagrauletdugers.com|562291244|562291421|mental ; moteur|32330|Au village|Occitanie|GERS|LAGRAULET-DU-GERS|Meublé de tourisme
86001|2013-11187|Hotel Le Solenca|Tourisme et Handicap||info@solenca.com|http://www.solenca.com|562090908|562090907|auditif ; mental ; moteur ; visuel|32110|Avenue Daniate|Occitanie|GERS|NOGARO|Hôtel
86002|2013-11188|Office de tourisme des Coteaux du Lauragais Sud|Tourisme et Handicap||accueil@lauragais.tourisme.com|http://www.lauragaistourisme.fr|562570968||auditif ; mental ; moteur ; visuel|31560|Naillloux Village|Occitanie|HAUTE-GARONNE|NAILLOUX|Office de tourisme
86546|2013-11612|Restaurant Auberge de la Scierie|Tourisme et Handicap|Mme Fevrier|fevrier.michele@orange.fr|http://www.aubergelascierie.fr|468313466||auditif ; mental ; moteur ; visuel|11340|La Scierie|Occitanie|AUDE|ROQUEFEUIL|Restaurant
86004|2013-11189|Gite les Fontenelles|Tourisme et Handicap|M.de Bremond d'Ars|giteslesfontenelles@gmail.com|http://|680278026||auditif ; mental|36200|Les Fontenelles|Centre -  Val de Loire|INDRE|BOUESSE|Meublé de tourisme
86005|2013-11190|Chambres d'hôtes Etoile de la Fontchevrière|Tourisme et Handicap||fab.tissier@hotmail.fr|http://www.etoiledelafontchevriere.fr|786851338||auditif ; mental ; moteur ; visuel|36230|Impasse de la Fontchevrière|Centre -  Val de Loire|INDRE|NEUVY-SAINT-SEPULCHRE|Chambre d'hôtes
86547|2013-11613|Restaurant Hangar 27|Tourisme et Handicap|M.Toupin|restaurant@hangar27.fr|http://www.hangar27.fr|546373737||auditif ; mental ; moteur ; visuel|17000|31 Boulevard du Maréchal Lyautey|Nouvelle Aquitaine|CHARENTE-MARITIME|ROCHELLE (LA)|Restaurant
86548|2013-11614|Gite SCI  EYL|Tourisme et Handicap|M.Viel|lafustelubersacoise@gmail.com|http://|555980334||auditif ; mental ; moteur ; visuel|19210|La Bordas|Nouvelle Aquitaine|CORREZE|LUBERSAC|Meublé de tourisme
86008|2013-11191|Espace Balneoludique|Tourisme et Handicap|Meric Jean Claude|espace.balneoludique@gruissan-mediterranee.com|http://www.gruissan-balneo.com|468756050|468756059|auditif ; mental ; moteur ; visuel|11430|Avenue des Bains|Occitanie|AUDE|GRUISSAN|
86009|2013-11192|Residence Appart'City|Tourisme et Handicap|Vigna Pierre|carcassonne@appartcity.com|http://www.appartcity.com|468111160|468111161|mental ; moteur|11000|190 route de Villemoustaussou|Occitanie|AUDE|CARCASSONNE|Résidence de tourisme
86010|2013-11193|Coopérative Oléicole l'Oulibo|Tourisme et Handicap||resp-tourisme@loulibo.com|http://www.loulibo.com|468418888|468418886|mental ; moteur|11120|4 Hameau Cabezac|Occitanie|AUDE|BIZE MINERVOIS|
86011|2013-11194|Restaurant le Bistro Gourmand|Tourisme et Handicap|Rosado Jean Christophe|lebistrotgourmand@yahoo.fr|http://|468414237||auditif ; mental ; moteur ; visuel|11200|56 Bis avenue de Carcassonne|Occitanie|AUDE|HOMPS|Restaurant
86012|2013-11195|Restaurant M 11|Tourisme et Handicap|Khong Benjamin|contact@restaurantm11.com|http://www.restaurantm11.com|468793231||auditif ; mental ; moteur ; visuel|11800|1 bis route des Corbieres|Occitanie|AUDE|MONZE|Restaurant
86013|2013-11196|Auberge du Lac|Tourisme et Handicap|M.Stranghellini|contact@aubergedulac-mandailles.fr|http://www.aubergedulac-mandailles.fr|565489025|972228262|auditif ; mental|12500|Mandailles|Occitanie|AVEYRON|CASTELNAU-DE-MANDAILLES|Restaurant
86014|2013-11197|Village de Vacances Domaine du Ceras VVF|Tourisme et Handicap|Bernat Alain||http://www.villages.fr|565495066|565495717|auditif ; mental|12360|Domaine de Ceras|Occitanie|AVEYRON|BRUSQUE|Village de vacances
86015|2013-11198|Cave Viticole Les Vignerons du Vallon|Tourisme et Handicap|Gombert Jean Mard|valady@groupe-unicor.com|http://www.vigneronsduvallon.com|565727021|565726839|auditif ; mental ; moteur ; visuel|12330|RD 840|Occitanie|AVEYRON|VALADY|
86017|2013-11200|Meublé les Courtines 10 personnes|Tourisme et Handicap|Vereecke Agnès|info@chambres-en-mer-normandie.fr|http://www.chambres-en-mer-normandie.fr|231213866||auditif ; mental ; moteur ; visuel|14480|Chemin Les Courtines|Normandie|CALVADOS|MEUVAINES|Meublé de tourisme
86018|2013-11201|Office de tourisme de Honfleur|Tourisme et Handicap|F.Lecomte|f.lecomte@ot-honfleur.fr|http://www.ot-honfleur.fr|231890545||auditif ; mental ; moteur ; visuel|14600|Quai Lepaulmier|Normandie|CALVADOS|HONFLEUR|Office de tourisme
86019|2013-11202|Office de tourisme de la communauté de communes COPADOZ|Tourisme et Handicap|Mercier Jacques|officedetourisme@copadoz.fr|http://|231861279||mental ; moteur|14430|128 Grande Rue|Normandie|CALVADOS|DOZULE|Office de tourisme
86020|2013-11203|Hôtel Amoria|Tourisme et Handicap|Primault Mégane|info@almoria-deauville.com|http://www.almoria-deauville.com|231143232|231854699|mental ; moteur|14800|37 Avenue de la République|Normandie|CALVADOS|DEAUVILLE|Hôtel
86021|2013-11204|Meublé 4 personnes|Tourisme et Handicap|Mme  Agnès Vereecke|info@chambre-mer-normandie.fr|http://www.gites-de-france-calvados.fr|231827165|231835764|auditif ; mental ; moteur ; visuel|14960|29 avenue de la Libération|Normandie|CALVADOS|ASNELLES|Meublé de tourisme
86022|2013-11205|Chambres d'hôtes|Tourisme et Handicap|Reverdi Catherine|c.reverdi@wanadoo.fr|http://|0950327046/0608948342||auditif ; mental ; moteur ; visuel|14960|1 rue de l'Eglise|Normandie|CALVADOS|ASNELLES|Chambre d'hôtes
86023|2013-11206|Restaurant Le Bistro|Tourisme et Handicap|M.Lebarbanchon|sylvain@lebarbanchon@orange.fr|http://www.le-bistro.fr|231223132|231229990|auditif ; mental ; moteur ; visuel|14117|19 rue du Maréchal Joffre|Normandie|CALVADOS|ARROMANCHES|Restaurant
86024|2013-11207|Maison Natale de Marcel Pagnol|Tourisme et Handicap|Riou Anne Laure|accueil@tourisme-paysdaubagne.fr|http://www.tourisme-paysdaubagne.fr/fr/sa-maison-natale|442033943|442038362|mental ; moteur|13400|16 Cours Barthélémy|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|AUBAGNE|Lieu de visite
86025|2013-11208|Balade Chateauneuf les Martigues|Tourisme et Handicap|Ferrus Corinne|infos@chateauneuflesmartigues-tourisme.com|http://www.chateauneuflesmartigues-tourisme.com|442768937|442798025|auditif ; mental ; moteur|13200|Lido du Jai 78 plage du Jai|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|CHÂTEAUNEUF LES MARTIGUES|
86026|2013-11209|Auberge de jeunesse de Bonneveine|Tourisme et Handicap|Helstroffer Christophe|marseille.bonneveine@fuaj.org|http://www.fuaj.org|491176330|491739723|auditif ; mental|13008|Impasse Docteur Bongils Avenue J.Vidal|Provence Alpes-Côte d'Azur|BOUCHES-DU-RHONE|MARSEILLE|Hébergement collectif
86549|2013-11615|PRL Les Ruches Cévenoles|Tourisme et Handicap|M.Langlais|laruche@rousses48.fr|http://www.lesruchescevenoles48.fr|466440854||auditif ; mental ; moteur ; visuel|48400|Chemin du Serre|Occitanie|LOZERE|ROUSSES|Meublé de tourisme
86550|2013-11616|Office de tourisme de Chenonceaux|Tourisme et Handicap|M.Mialanne|chenonceauxbleretourisme@gmail.com|http://www.chenonceaux-blere-tourisme.com|247239445||auditif ; mental ; moteur ; visuel|37150|1 rue du Docteur Bretonneau|Centre -  Val de Loire|INDRE-ET-LOIRE|CHENONCEAUX|Office de tourisme
86551|2013-11617|Camping Municipal du Puy d'Anché|Tourisme et Handicap|M.Eprinchard|spinoux.sauzevaussais@neuf.fr|http://www.mairie-sauze-vaussais.fr|549076053||mental ; moteur ; visuel|79190|Route de Chef-Boutonne Le Puy d'Anché|Nouvelle Aquitaine|DEUX-SEVRES|SAUZE VAUSSAIS|Camping
86552|2013-11618|Gite Le Pressoir de Bigard|Tourisme et Handicap|M.Perie|paulperie@wanadoo.fr|http://|619180864||auditif ; mental ; moteur|27500|280 Chemin de la Charité|Normandie|EURE|CAMPIGNY|Meublé de tourisme
86553|2013-11619|Restaurant Le Faitout|Tourisme et Handicap|Mme Revilla|lefaitout@gmail.com|http://www.lefaitout.net|467241699||auditif ; mental ; moteur ; visuel|34360|1 Place du Pont|Occitanie|HERAULT|BERLOU|Restaurant
86554|2013-11620|Meublé de tourisme La Métairie|Tourisme et Handicap|M.Richard|gaecdelablonde@terre-net.fr|http://www.metairie-varzay.fr|0546945790 / 0625722332||auditif ; mental ; moteur|17460|68 rue des Tilleuls|Nouvelle Aquitaine|CHARENTE-MARITIME|VARZAY|Meublé de tourisme
86038|2013-11210|Centre Aqualudique des Marches du Velay l'Ozen|Tourisme et Handicap||contact@lozen.fr|http://www.centreaquatiquedesmarchesduvelay.fr|471617720||auditif ; mental ; moteur ; visuel|43120|Le Mazel|Auvergne Rhône-Alpes|HAUTE-LOIRE|MONISTROL-SUR-LOIRE|
86039|2013-11211|Gite rural l'Estaou|Tourisme et Handicap||lboyer@cegetel.net|http://www.gites-de-france-haute-loire.com|0687723772/0689372489||auditif ; mental ; visuel|43490|Le Suc|Auvergne Rhône-Alpes|HAUTE-LOIRE|ARLEMPDES|Meublé de tourisme
86040|2013-11212|Gite de la Ferme des Charolaises|Tourisme et Handicap|M.Berard|patricia-berard@orange.fr|http://www.gites-de-france.com|676305707||auditif ; mental|42640|Babu|Auvergne Rhône-Alpes|LOIRE|SAINT-FORGEUX-LESPINASSE|Meublé de tourisme
86041|2013-11213|Meublé Communal|Tourisme et Handicap||mairieflottemanville@orange.fr|http://|616770397||auditif ; mental ; moteur ; visuel|50700|Le Ruage|Normandie|MANCHE|FLOTTEMANVILLE|Meublé de tourisme
86042|2013-11214|Gite de groupe Le Carrefour|Tourisme et Handicap||carrefour-des-jeunes@orange.fr|http://www.gites54.com|383231546||auditif ; mental ; moteur|54470|23 Grande Rue|Grand Est|MEURTHE-ET-MOSELLE|BEAUMONT|Meublé de tourisme
86043|2013-11215|Restaurant La Divette|Tourisme et Handicap|Le Corre Michel||http://|233520559||auditif ; mental ; moteur ; visuel|50690|6 Le Pont|Normandie|MANCHE|MARTINVAST|Restaurant
86044|2013-11216|Chambres en vigne|Tourisme et Handicap|Pertué Alain|contact@chambresenvigne.com|http://www.chambresenvigne.com|557496217||auditif ; mental ; moteur|33350|28 Le Bourg|Nouvelle Aquitaine|GIRONDE|RUCH|Chambre d'hôtes
86045|2013-11217|Gite de groupe Landran|Tourisme et Handicap|Boscq Bruno|landran@wanafdoo.fr|http://www.gites64.com|559281955||auditif ; mental ; moteur ; visuel|64130||Nouvelle Aquitaine|PYRENEES-ATLANTIQUES|ORDIARP|Meublé de tourisme
86555|2013-11621|Camping à la Ferme|Tourisme et Handicap|Mme Desselles-Michenaud|daniele.michenaud@wanadoo.fr|http://www.abrideschenes.com|546048060||auditif ; visuel|17520|L'Abri des Chênes 5 Chemin de l'Alambic|Nouvelle Aquitaine|CHARENTE-MARITIME|BRIE SOUS ARCHIAC|Camping
86047|2013-11218|Gite rural l'Etre aux Brisards|Tourisme et Handicap|Lemaitre Thierry|lemaitre.t@orange.fr|http://|0233317266/0682126223||auditif ; mental ; moteur ; visuel|61250|L'Etre aux Brisards|Normandie|ORNE|HAUTERIVE|Meublé de tourisme
86048|2013-11219|Itinéraire de randonnée Camin des Bois de Sarp|Tourisme et Handicap|Forasté Robert|commune-de-sarp@orange.fr0|http://|0562992811/0612712718|562992811|auditif ; mental ; moteur|65370|Camin des Bois|Occitanie|HAUTES-PYRENEES|SARP|Sport de nature
86049|2013-11220|Canalous Plaisance Croisieres fluviales|Tourisme et Handicap|M.Soloner|resa@canalous-plaisance.fr|http://www.canalous-plaisance.fr|468912599|468498024|auditif ; mental ; moteur|11200|Port Minervois|Occitanie|AUDE|HOMPS|
